City,State,Latitude,Longitude
Sawyer,MI,41.899733,-86.571325
Loganton,PA,41.018519,-77.341611
Linwood,NC,35.743919,-80.349473
Alden,MN,43.733525,-93.532143
Hardeeville,SC,32.244037,-81.074835
Monee,IL,41.412269,-87.786645
Faribault,MN,44.36287,-93.267456
Mankato,MN,44.128325,-93.978863
Rothsay,MN,46.529553,-96.349085
Sauk Centre,MN,45.638568,-94.974275
Shakopee,MN,44.79861,-93.51944
Saint Charles,MN,43.96941,-92.06433
Harrisonburg,VA,38.422777,-78.877137
Mount Holly,NJ,40.00233,-74.7885
Barnhart,MO,38.334232,-90.453027
Lake Mills,WI,43.080902,-88.913251
Rapid City,SD,44.145868,-103.206866
Texarkana,TX,33.411321,-94.177354
Okawville,IL,38.433952,-89.511013
Ozona,TX,30.798496,-101.498604
Beresford,SD,43.08054,-96.77366
Perry,FL,30.17247,-83.609333
Lafayette,LA,30.24171,-91.991044
Petersburg,VA,37.209159,-77.497484
Amelia Court House,VA,37.342768,-77.984092
Arkadelphia,AR,34.031343,-93.111452
Roswell,NM,33.637061,-104.377926
Chillicothe,MO,39.795225,-93.588876
Junction,TX,30.49687,-99.776055
Deerfield,MO,37.83865,-94.50607
South Sioux City,NE,42.459711,-96.457068
Hillsville,VA,36.730347,-80.67507
Eolia,MO,39.280278,-90.980854
Mendon,OH,40.67338,-84.51884
Hannibal,MO,39.736986,-91.45683
Hialeah,FL,25.909809,-80.388874
Holt,MO,39.45278,-94.34217
Fulton,MO,38.830203,-91.966756
Elm Creek,NE,40.779914,-99.331426
Waverly,OH,39.12674,-82.98546
Huntington,OR,44.432748,-117.389163
Batesville,AR,35.768738,-91.652338
Grand Bay,AL,30.498046,-88.332468
Walcott,IA,41.61358,-90.753478
Grain Valley,MO,39.01501,-94.19856
Nevada,MO,37.83921,-94.35467
Portland,MI,44.662952,-84.089518
Dexter,MI,42.353887,-83.898295
Mifflintown,PA,40.571404,-77.317266
Breaux Bridge,LA,30.27353,-91.89928
Heflin,AL,33.627166,-85.502022
Ozark,MO,37.02089,-93.20602
Stony Creek,VA,36.878331,-77.392824
Harrisville,PA,41.13673,-80.00922
Portage,WI,43.53915,-89.46262
Richfield,WI,43.2727,-88.206716
West Coxsackie,NY,42.390394,-73.979062
Gallup,NM,35.534983,-108.737949
Minot,ND,48.084625,-101.419006
El Paso,TX,31.763608,-106.484592
Platte City,MO,39.364716,-94.780639
Dallas,TX,32.781179,-96.790329
South Vienna,OH,39.957723,-83.614481
Richland,MO,37.85698,-92.40434
Foristell,MO,38.81505,-90.95597
Cabool,MO,37.193593,-92.078527
Denton,TX,33.220974,-97.146038
North Bend,WA,47.49566,-121.78678
Napoleon,OH,41.355586,-84.123028
Maryville,MO,40.277742,-94.860299
West Burlington,IA,40.799676,-91.115276
Fredericksburg,VA,38.295135,-77.483689
Saint Peters,MO,38.798819,-90.623673
Simpsonville,KY,38.223861,-85.360625
Malvern,AR,34.36975,-92.839331
Sebring,FL,27.457947,-81.373012
Pauls Valley,OK,34.759696,-97.308819
Braman,OK,36.941212,-97.336335
Edinburg,TX,26.280689,-98.183295
Youngstown,FL,30.383156,-85.51506
Windom,MN,43.87274,-95.11138
Ehrenberg,AZ,33.61767,-114.507697
Batesville,MS,34.343102,-89.956497
Rockwall,TX,32.886,-96.409502
Hampshire,IL,42.0978,-88.53036
Battle Mountain,NV,40.042115,-116.974803
Leavenworth,IN,38.19979,-86.34414
Gulfport,MS,30.382966,-89.102426
Fort Dodge,IA,42.438596,-94.166587
London,KY,37.154931,-84.096062
Dunseith,ND,48.856083,-100.024102
Sayre,OK,35.237521,-99.74838
La Grande,OR,45.29535,-118.164822
Richland,MS,32.935327,-89.89855
Mathis,TX,28.09446,-97.82805
Forest City,MO,40.022472,-95.185611
Wendover,UT,40.73715,-114.03751
Boulder,MT,46.141948,-111.942989
Holland,MI,42.743806,-86.083703
Park City,MT,45.62923,-108.92204
Gillette,WY,44.377283,-105.550237
Faucett,MO,39.604946,-94.854124
Gainesville,TX,33.654698,-97.158295
Pasco,WA,46.42066,-118.899447
Livingston,MT,45.530664,-110.369054
Hagerstown,MD,39.58887,-77.700213
Shelby,MT,48.610551,-111.73233
Whitehall,MT,45.996345,-112.088845
Flagstaff,AZ,35.287661,-111.639303
Millersville,MD,39.05955,-76.64802
Haw River,NC,36.09153,-79.36419
Baker City,OR,44.77487,-117.83438
Johnstown,CO,40.33693,-104.9122
Vero Beach,FL,27.638005,-80.40294
Rensselaer,IN,40.994793,-87.10368
Gurnee,IL,42.375121,-87.939683
Franklin,TN,35.890746,-86.965691
Mocksville,NC,35.906241,-80.54609
Sioux Falls,SD,43.546358,-96.69063
Fremont,NE,41.487786,-96.501672
Cullman,AL,34.111067,-86.853185
Whately,MA,42.442673,-72.652511
Grand Forks,ND,47.866638,-97.141144
Fountain,CO,38.663856,-104.652221
Eagleville,MO,40.50037,-94.013848
Clearwater,MN,45.41941,-94.04887
Grosse Tete,LA,30.371497,-91.412678
Lewis,NY,44.27505,-73.56569
Walterboro,SC,32.925196,-80.703213
Kutztown,PA,40.53907,-75.781445
Ashland,VA,37.754912,-77.480128
Hastings,NE,40.582425,-98.389035
Deming,NM,32.079682,-107.683073
Shrewsbury,MA,42.286992,-71.715313
Lexington,NE,40.873227,-99.718408
Norfolk,NE,42.019977,-97.442989
Valley Grove,WV,40.078249,-80.589611
Duncannon,PA,40.458261,-77.060745
Charleston,WV,38.350719,-81.630359
Palisade,CO,39.095369,-108.299254
Valentine,NE,42.87278,-100.55097
Wisner,NE,41.960145,-96.893932
Portsmouth,NH,43.074812,-70.805443
Tuskegee,AL,32.372144,-85.66671
Umatilla,OR,45.91735,-119.34252
Pendleton,OR,45.67208,-118.7886
Evanston,WY,41.015672,-110.644785
Little America,WY,41.55415,-109.85031
Montague,NJ,41.30315,-74.7935
Fond Du Lac,WI,43.77366,-88.436782
Hudson,WI,44.97469,-92.75687
De Forest,WI,43.24777,-89.34373
Little Chute,WI,44.294746,-88.316305
Belmont,WI,42.73611,-90.33429
Hurricane,WV,38.397097,-81.961657
Tacoma,WA,47.250158,-122.43903
Ellensburg,WA,47.028084,-120.48998
Tumwater,WA,47.087554,-123.021968
Bracey,VA,36.59959,-78.14305
Chesapeake,VA,36.749991,-76.218759
Coralville,IA,41.699942,-91.6332
Beaver,UT,38.27691,-112.64105
Tooele,UT,40.53078,-112.29828
Salt Lake City,UT,40.756095,-111.900719
Farmington,NM,36.740321,-108.178691
Snyder,TX,32.745073,-100.917479
Sweetwater,TX,32.47095,-100.40594
Lubbock,TX,33.588771,-101.850445
Big Spring,TX,32.278703,-101.457761
San Marcos,TX,29.972907,-97.997166
Antioch,TN,36.170556,-86.8825
Denmark,TN,35.540108,-88.988401
Ardmore,TN,35.040439,-86.818172
Aberdeen,SD,45.476172,-98.410405
Murdo,SD,43.879993,-100.75734
Manning,SC,33.618408,-80.21155
Emlenton,PA,41.17728,-79.70783
Milesburg,PA,40.94173,-77.785
Bloomsburg,PA,41.005609,-76.430563
Clearfield,PA,41.037563,-78.435492
Myerstown,PA,40.39037,-76.315043
Brookville,PA,41.162735,-79.081609
Carlisle,PA,40.20148,-77.18887
Lamar,PA,41.01618,-77.5311
Portland,OR,45.507856,-122.690794
London,OH,39.886277,-83.407733
Youngstown,OH,41.017082,-80.802854
Hubbard,OH,41.15645,-80.56924
Apalachin,NY,42.049798,-76.181009
Eaton,OH,39.77485,-84.674889
Buffalo,NY,42.89606,-78.886424
Kingsville,OH,41.846175,-80.647299
Jeffersonville,OH,39.654055,-83.572613
Tower City,ND,46.949236,-97.626101
Saluda,NC,35.257579,-82.288029
Phelps,NY,42.963394,-77.043612
Salisbury,NC,35.680441,-80.45316
Canaan,NY,42.41203,-73.44706
Nichols,NY,42.030061,-76.354752
Glenmont,NY,42.595704,-73.787766
Santa Rosa,NM,34.852639,-104.589897
Clovis,NM,34.497241,-103.294978
Vado,NM,32.11871,-106.648973
Bloomsbury,NJ,40.646294,-75.092934
Paulsboro,NJ,39.83039,-75.24046
Hampton,NJ,40.6667,-74.964692
Las Vegas,NV,36.17372,-115.10647
Big Springs,NE,41.06138,-102.07435
Alda,NE,40.860721,-98.504787
Hershey,NE,41.15861,-101.00265
Omaha,NE,41.262003,-95.933564
Fort Edward,NY,43.26702,-73.58456
Missoula,MT,46.856398,-114.014338
Salamanca,NY,42.15784,-78.71503
Laurel,MT,45.66912,-108.77153
Strafford,MO,37.26838,-93.11713
Oak Grove,MO,39.00501,-94.12939
Matthews,MO,36.715404,-89.628723
Kingdom City,MO,38.959176,-91.92418
Lebanon,MO,37.685459,-92.620542
Tillatoba,MS,33.98484,-89.89676
Belmont,OH,40.004009,-80.988043
Tekonsha,MI,42.13422,-84.972831
Ironton,OH,38.53675,-82.68294
Trenton,MI,42.138209,-83.217937
Battle Creek,MI,42.303041,-85.13044
Wrentham,MA,42.054311,-71.371169
Peabody,MA,42.536996,-70.973646
Bangor,ME,44.848517,-68.850405
Kittery,ME,43.09161,-70.73741
Slidell,LA,30.262109,-89.792557
Port Barre,LA,30.544276,-91.918924
Girard,OH,41.15395,-80.70147
Smiths Grove,KY,37.01823,-86.187045
Sonora,KY,37.515024,-85.950238
Florence,KY,38.962372,-84.747789
Wakeeney,KS,39.020792,-99.888083
Marietta,OH,39.413446,-81.351051
Monroeville,OH,41.192976,-82.696315
Altoona,IA,41.65097,-93.4685
North Baltimore,OH,39.722461,-82.60562
Sioux City,IA,42.494745,-96.399356
Willard,OH,41.085173,-82.710562
Urbandale,IA,41.630449,-93.753628
Gaston,IN,40.309361,-85.432657
Grovertown,IN,41.34963,-86.524321
Peru,IN,40.73991,-86.07581
Cambridge City,IN,39.81255,-85.17163
Clayton,IN,39.711088,-86.495365
Greensburg,IN,39.299802,-85.491781
Morris,IL,41.337433,-88.430183
Marion,IL,37.729571,-88.912852
East Saint Louis,IL,38.644405,-90.140016
Mc Lean,IL,40.31522,-89.194639
Cusseta,AL,32.783137,-85.275581
Forest Park,GA,33.611509,-84.374496
Adairsville,GA,34.3687,-84.93411
Lagrange,GA,33.024347,-85.073906
Pinconning,MI,43.839179,-84.038715
Tampa,FL,27.996097,-82.582035
Branford,CT,41.284746,-72.796292
Milford,CT,41.22232,-73.0565
North Stonington,CT,41.330875,-71.919952
Watkins,CO,39.796784,-104.630327
Wheat Ridge,CO,39.776986,-105.108182
Brush,CO,40.218547,-103.613248
Chickasha,OK,35.127804,-97.937083
Holbrook,AZ,34.90225,-110.15818
Tucson,AZ,32.217975,-110.970869
Copan,OK,36.89758,-95.92609
Willcox,AZ,32.407245,-109.96549
Davis,OK,34.501771,-97.047346
Montgomery,AL,32.356988,-86.257817
Tuscaloosa,AL,33.170238,-87.616169
Erick,OK,35.203883,-99.870825
Fort Myers,FL,26.621074,-81.878139
Villa Ridge,MO,38.453668,-90.889121
Warrenton,MO,38.808454,-91.2166
Glendive,MT,47.180623,-104.774873
York,NE,40.890132,-97.597278
Bradner,OH,41.32422,-83.43854
Dalton,OH,40.79894,-81.69541
Tulia,TX,34.558293,-101.803862
Muskogee,OK,35.70582,-95.50025
Woodbine,GA,33.09374,-84.57382
Shepherdsville,KY,37.959505,-85.704609
Inver Grove Heights,MN,44.828816,-93.039064
Texico,NM,34.38869,-103.05134
Carlin,NV,40.715931,-116.103154
New Paris,OH,39.85699,-84.79329
Beloit,WI,42.562039,-89.086045
Seminole,OK,35.162228,-96.609139
Ridgeway,VA,36.579801,-79.877967
Nephi,UT,39.757861,-111.841787
Pecos,TX,31.446678,-103.57906
Walters,OK,34.321541,-98.319264
Webbers Falls,OK,35.511412,-95.131499
Wood River,NE,40.872494,-98.589324
Allentown,PA,40.602658,-75.469236
Farmington,ME,44.650311,-70.129267
Coopersburg,PA,40.502424,-75.411145
Elverson,PA,40.156293,-75.786492
Greentown,PA,41.320734,-75.199395
Harford,PA,41.77831,-75.69009
Ronks,PA,39.975006,-76.120066
Mount Morris,PA,39.774031,-80.024576
Latta,SC,34.384337,-79.478122
Dalton,PA,41.539797,-75.719723
Wayne,PA,40.043201,-75.357678
West Columbia,SC,33.997527,-81.097406
Lebo,KS,38.41668,-95.85304
Chesterton,IN,41.613626,-87.04613
Cowpens,SC,35.04921,-81.83128
Villa Rica,GA,33.705546,-84.975668
North Augusta,SC,33.526407,-81.939337
Richburg,SC,34.692493,-81.003877
Teays,WV,38.475369,-81.880455
Mauston,WI,43.79719,-90.07735
Lyndon Station,WI,43.714061,-89.949337
Belle Fourche,SD,44.93037,-103.87313
Kimball,SD,43.744477,-98.95381
Anna,TX,33.323709,-96.524804
Plankinton,SD,43.746753,-98.518533
Austinburg,OH,41.772459,-80.856463
Whitsett,NC,36.046202,-79.608882
Burbank,SD,42.74528,-96.82921
Vivian,SD,43.92724,-100.30111
Parish,NY,43.43397,-76.120904
Imlay,NV,40.66074,-118.15042
Pickens,MS,32.88374,-89.97147
Newport,ME,44.863406,-69.266827
La Vergne,TN,36.008511,-86.559194
Moran,KS,37.914394,-95.197671
Maple Hill,KS,39.08472,-96.02805
Whiteland,IN,39.55005,-86.07971
Rochester,IN,41.040988,-86.254272
Palm Bay,FL,28.031367,-80.600412
Opelika,AL,32.694763,-85.395626
Mcallen,TX,26.215816,-98.239592
Dansville,NY,42.61837,-77.737515
Selmer,TN,35.17008,-88.59227
Clive,IA,41.607588,-93.744905
Bremen,GA,33.767997,-85.172928
Florence,KS,38.24446,-96.92808
Nashville,TN,36.165688,-86.778098
Fair Haven,VT,43.59278,-73.26941
Wellington,UT,39.54247,-110.73543
Winamac,IN,41.035862,-86.622156
Bastian,VA,37.15206,-81.15009
Conrad,MT,48.182782,-111.845931
Mendota,IL,41.54725,-89.11759
Indianapolis,IN,39.775092,-86.13216
Abbeville,AL,31.559402,-85.222965
Ashdown,AR,33.704625,-94.130221
El Centro,CA,32.770275,-115.598602
Augusta,GA,33.456687,-81.969184
Newnan,GA,33.369595,-84.819397
Marshalltown,IA,42.036096,-92.998867
Rochelle,IL,42.007405,-89.100359
Memphis,IN,38.467595,-85.769631
Fort Scott,KS,37.821629,-94.714793
Mcpherson,KS,38.376302,-97.670184
Williamsburg,KY,36.747032,-84.139406
Opelousas,LA,30.533657,-92.104961
Dewitt,MI,42.85479,-84.616108
Jackson,MI,42.248979,-84.421104
Saginaw,MI,43.41242,-83.886873
Herculaneum,MO,38.262482,-90.38961
Natchez,MS,31.527752,-91.307025
Troutman,NC,35.679407,-80.898817
Kenmare,ND,48.67475,-102.08266
Gretna,NE,41.098888,-96.239744
Enfield,NH,43.630906,-72.116603
Tucumcari,NM,35.114202,-103.615509
North Las Vegas,NV,36.211456,-115.124148
Winnemucca,NV,41.213481,-117.706799
Bath,NY,42.357464,-77.302789
Sanborn,NY,43.153105,-78.885611
Port Clinton,OH,41.558318,-83.050219
Lawton,OK,34.557945,-98.290973
Norman,OK,35.208566,-97.44451
Drums,PA,41.034017,-76.003059
North East,PA,42.176845,-79.841991
Tafton,PA,41.40453,-75.18295
Kingston Springs,TN,36.102,-87.11501
Alvord,TX,33.355828,-97.708353
Anthony,TX,31.99927,-106.60555
Mount Vernon,TX,34.155524,-99.284002
Elmendorf,TX,29.207578,-98.383291
Black River Falls,WI,44.295394,-90.83128
Fremont,WI,44.272779,-88.833282
Beckley,WV,37.822695,-81.265887
Calgary,AB,41.332034,-96.949369
Memphis,MI,42.941032,-82.804636
Kalama,WA,46.002114,-122.72175
Theodore,AL,30.509877,-88.173001
Lake Panasoffkee,FL,28.781677,-82.121086
Folkston,GA,30.855314,-82.027252
Kokomo,IN,40.506851,-86.171054
Russell,KS,38.905159,-98.784797
Mayfield,KY,36.715599,-88.651839
Jonesville,LA,31.686225,-91.86778
Natchitoches,LA,31.70988,-93.109141
Mount Morris,MI,43.120587,-83.692978
Saltillo,MS,34.304376,-88.667209
Fort Ann,NY,43.443936,-73.489198
Sunnyside,WA,46.373611,-120.01059
Dalton,GA,34.801861,-84.989796
Erie,PA,42.121293,-80.088919
Milldale,CT,41.567845,-72.899757
Globe,AZ,33.566039,-110.757756
Tifton,GA,31.462512,-83.593543
Monument,CO,39.086393,-104.807666
Sturbridge,MA,42.10273,-72.080996
Bolingbrook,IL,41.7006,-88.075006
Monroeville,AL,31.56713,-87.314222
Millen,GA,33.09374,-84.57382
Bowling Green,KY,37.017407,-86.451752
Vinton,LA,30.208206,-93.583787
Saint James,MN,43.982851,-94.604116
Vicksburg,MS,32.339533,-90.834407
Elizabeth,NJ,40.672052,-74.183438
Newark,NJ,40.735642,-74.173988
Oneonta,NY,42.461688,-75.096727
Disputanta,VA,37.150869,-77.213961
Duncansville,PA,40.42341,-78.4339
Bismarck,ND,46.816035,-100.700296
Dundalk,MD,39.2666,-76.49647
Detroit,MI,42.347021,-83.060184
Cedar Springs,MI,43.175953,-85.514105
Rayville,LA,32.445645,-91.743314
Hamilton,AL,34.167583,-87.994648
Alma,AR,35.479157,-94.193334
Doswell,VA,37.86014,-77.46415
Senatobia,MS,34.621336,-89.930083
Blacksburg,SC,35.10953,-81.494193
Truman,MN,43.789856,-94.430809
Franksville,WI,42.785553,-87.995471
Morrilton,AR,35.169237,-92.817379
Wells,NV,41.543923,-114.821761
Davenport,IA,41.521038,-90.574849
Findlay,OH,41.015219,-83.664786
Arlington,WA,48.181498,-121.959469
Falls Creek,PA,41.149752,-78.820695
Falkville,AL,34.361909,-86.899143
Fernley,NV,39.489212,-119.196644
Ringgold,GA,34.888709,-85.118699
Sulphur,LA,30.300185,-93.435063
New Madrid,MO,36.58645,-89.52785
Red Oak,TX,32.51764,-96.80444
Oshkosh,WI,44.062886,-88.535694
Cambridge,OH,40.02701,-81.582025
Ardmore,OK,34.156627,-97.179214
Burlington,NJ,40.07122,-74.86489
Muncy,PA,41.20564,-76.78552
North East,MD,39.60011,-75.94133
Wichita Falls,TX,33.905544,-98.479881
Beaverdam,OH,40.831419,-83.975831
Carnesville,GA,34.363122,-83.254745
Atoka,OK,34.358254,-96.0825
Kingsland,GA,30.784384,-81.692042
Brooklyn,IA,41.759702,-92.436452
Belleville,ON,38.46435,-89.973877
Maysville,KY,38.620653,-83.806657
Ranger,TX,32.46985,-98.67895
Pearl,MS,32.259774,-90.091589
Winslow,AZ,35.02419,-110.69736
Littlefield,TX,33.91731,-102.3249
Sayre,PA,41.97819,-76.599403
Reddick,FL,29.362674,-82.254723
Dillon,MT,45.21631,-112.63752
Kansas City,MO,39.102404,-94.598583
Clinton,TN,36.105314,-84.17446
Buffalo,TX,31.412142,-95.990369
Osseo,WI,44.57218,-91.22738
Rapid River,MI,45.913952,-86.804734
San Antonio,FL,28.331729,-82.300982
Henderson,NE,40.796446,-97.773811
Cleveland,OH,41.489381,-81.667486
Murfreesboro,TN,35.762951,-86.372158
Peculiar,MO,38.715254,-94.472568
Ozark,AR,35.48703,-93.8277
Plattsburgh,NY,44.704021,-73.471148
Saint George,UT,37.185679,-113.609837
Brunswick,GA,31.180919,-81.493973
Yankton,SD,42.94396,-97.37689
Belfield,ND,46.819805,-103.126111
Liverpool,NY,43.112421,-76.189457
Bentleyville,PA,40.11674,-80.00839
Jim Thorpe,PA,40.87592,-75.73241
Plainfield,PA,40.203019,-77.284761
Middletown,PA,40.191241,-76.720142
Bowmansville,PA,40.198042,-76.016233
Newburg,PA,40.150871,-77.579686
Carrington,ND,47.457278,-98.893314
Dickson,TN,36.141461,-87.396417
Conover,NC,35.740848,-81.209458
Del Rio,TX,29.410195,-100.893202
Hereford,TX,34.966095,-102.31309
Avon,OH,41.448492,-82.019866
Piedmont,SC,34.72209,-82.392453
Goodland,KS,39.358123,-101.798885
Stanton,TX,32.200014,-101.823066
Willington,CT,41.896623,-72.262236
Stanfield,OR,45.806358,-119.176169
Sullivan,MO,38.2081,-91.16042
Salome,AZ,33.64797,-113.662489
Salem,OR,44.94878,-123.003655
Haubstadt,IN,38.202701,-87.577358
Monahans,TX,31.5943,-102.89265
Dyer,IN,41.4942,-87.52171
Clinton,SC,34.43492,-81.893558
Eagle Pass,TX,28.781057,-100.312766
Pleasant Hill,NC,36.519869,-77.514565
Aurora,CO,39.739249,-104.862881
Millersport,OH,39.884758,-82.539214
Ballinger,TX,31.770615,-99.911547
Midway,FL,30.475365,-84.480288
New Braunfels,TX,29.696878,-98.070726
Sierra Blanca,TX,31.18395,-105.34095
Okemah,OK,35.462681,-96.430286
Lordsburg,NM,32.315951,-108.723047
Fort Worth,TX,32.771419,-97.291484
Livingston,AL,32.5843,-88.18725
Pittston,PA,41.29823,-75.738725
Lawrence,MS,32.319198,-89.258254
Miles City,MT,46.447808,-105.795343
Du Bois,PA,41.118045,-78.720302
Bronte,TX,31.854544,-100.343161
Springdale,AR,36.16722,-94.240112
Clinton,IA,41.899176,-90.301599
Palestine,AR,34.97232,-90.90262
Joseph City,AZ,34.981359,-110.337348
Fort Pierce,FL,27.412128,-80.534169
Troy,IL,38.721612,-89.895817
Springville,UT,40.180718,-111.562586
Ashford,AL,31.189627,-85.262314
Daleville,AL,31.272415,-85.705129
Enterprise,AL,31.315846,-85.942956
Headland,AL,31.357917,-85.30124
Mount Vernon,AL,33.732286,-88.086009
Maplesville,AL,32.83217,-86.843808
Walsenburg,CO,37.646467,-104.779815
North Haven,CT,41.384381,-72.862644
Zellwood,FL,28.717472,-81.583045
Camilla,GA,31.249152,-84.242837
Dawson,GA,31.76615,-84.438586
Jeffersonville,GA,33.09374,-84.57382
Pelham,GA,31.12768,-84.15185
Monona,IA,43.034025,-91.393408
Onawa,IA,42.021131,-96.129525
Bliss,ID,42.918993,-114.887601
Avenel,NJ,40.582845,-74.27524
Elizabethport,NJ,40.650103,-74.187089
Heyworth,IL,40.31337,-88.97369
Washington,IN,38.689503,-87.121505
Colby,KS,39.40152,-100.973696
South Haven,KS,38.187662,-97.995317
Tribune,KS,38.469704,-101.747853
Crowley,LA,30.210073,-92.379963
Grand Coteau,LA,30.41992,-92.04651
White Marsh,MD,39.389457,-76.411976
Sherman,ME,45.871163,-68.417806
Flint,MI,42.965926,-83.780835
Grayling,MI,44.691777,-84.612941
Manistique,MI,46.006223,-86.25549
Traverse City,MI,44.693963,-85.676342
Wayland,MI,42.685065,-85.642406
Glyndon,MN,46.870695,-96.576425
Carthage,MO,37.182292,-94.314002
Charleston,MO,36.885612,-89.296639
Collins,MO,37.898354,-93.620259
Laddonia,MO,39.243096,-91.66077
Lancaster,MO,40.47037,-92.535566
New Florence,MO,38.892612,-91.453372
Pelahatchie,MS,32.33857,-89.833228
Plentywood,MT,48.747919,-104.468029
Whiteville,NC,34.33878,-78.70307
Alma,NE,40.101761,-99.352846
Merrimack,NH,42.86509,-71.4934
Yorkville,IL,41.601679,-88.437533
Coshocton,OH,40.300934,-81.864066
Dayton,OH,39.750471,-84.268593
Marion,OH,40.584028,-83.101687
Bedford,OH,41.389054,-81.536842
Wooster,OH,40.830699,-81.895377
Dewey,OK,36.79592,-95.93554
Tamaqua,PA,40.79849,-75.937836
Georgetown,SC,33.439327,-79.367525
Pageland,SC,34.768882,-80.3751
Harleyville,SC,33.239304,-80.453386
Huron,SD,44.398874,-98.180113
Bryan,TX,30.639285,-96.362454
Canton,TX,32.55652,-95.8633
New Boston,TX,33.45984,-94.41548
Plainview,TX,34.169757,-101.73385
Shamrock,TX,35.20898,-100.242918
Roanoke,VA,37.274175,-79.95786
Rock Island,WA,47.37707,-120.14395
Cadott,WI,44.94802,-91.1507
Darlington,WI,42.69112,-90.134781
Gassville,AR,36.318799,-92.487866
Golden,CO,39.718539,-105.245659
Sterling,CO,40.715081,-103.211191
Wray,CO,40.068525,-102.392973
Baxley,GA,31.756861,-82.350837
Hawkinsville,GA,32.275664,-83.49009
Eatonton,GA,33.320818,-83.355865
Clarkesville,GA,33.09374,-84.57382
Lithia Springs,GA,33.765457,-84.646946
Louisville,GA,33.028798,-82.437965
Macon,GA,32.804382,-83.617554
Ocilla,GA,31.571754,-83.269632
Rome,GA,33.09374,-84.57382
Wadley,GA,32.863678,-82.407516
Batavia,IA,40.99418,-92.1674
Janesville,IA,42.64609,-92.46296
Postville,IA,43.175423,-91.507751
Barry,IL,39.69421,-91.03902
Bloomingdale,IL,41.950022,-88.091865
Burbank,IL,41.73392,-87.7795
Edwards,IL,40.74587,-89.74427
Hillsdale,IL,41.61364,-90.1729
Lombard,IL,41.869829,-88.003864
Olney,IL,38.709154,-88.085204
Cicero,IL,41.838036,-87.75987
Wenona,IL,41.05253,-89.05036
Georgetown,IN,38.31098,-85.960009
Goshen,IN,41.584839,-85.858059
Jasper,IN,38.360357,-86.929481
Farina,IL,38.832201,-88.776244
Garden City,KS,38.000771,-100.664407
Oberlin,KS,39.820834,-100.529554
Franklin,LA,29.79604,-91.5015
Blandford,MA,42.177833,-72.958359
Framingham,MA,42.320169,-71.440409
Ludlow,MA,42.16009,-72.47592
Westborough,MA,42.364807,-71.896868
Mardela Springs,MD,38.458249,-75.754804
Westover,MD,38.094181,-75.717406
Bay City,MI,43.608773,-83.953007
Canton,MI,44.662952,-84.089518
Clare,MI,43.81947,-84.76863
Fenton,MI,44.662952,-84.089518
Burton,MI,43.025934,-83.604053
Forest Lake,MN,45.246466,-92.949266
New York Mills,MN,46.491294,-95.366068
Thief River Falls,MN,48.076333,-96.149002
Worthington,MN,43.645207,-95.735375
Bloomsdale,MO,38.023217,-90.252806
